14:20:09.440 -> Temperature: 22.06⸮C  |  71.71⸮F
14:51:42.150 -> Temperature: 34.44⸮C  |  93.99⸮F
14:51:43.316 -> Temperature: 34.44⸮C  |  93.99⸮F
14:51:44.478 -> Temperature: 34.38⸮C  |  93.87⸮F
14:51:45.645 -> Temperature: 34.38⸮C  |  93.87⸮F
14:51:46.813 -> Temperature: 34.38⸮C  |  93.87⸮F
14:51:48.015 -> Temperature: 34.44⸮C  |  93.99⸮F
14:51:49.173 -> Temperature: 34.50⸮C  |  94.10⸮F
14:51:50.339 -> Temperature: 34.56⸮C  |  94.21⸮F
14:51:51.500 -> Temperature: 34.63⸮C  |  94.32⸮F
14:51:52.692 -> Temperature: 34.69⸮C  |  94.44⸮F
14:51:53.875 -> Temperature: 34.69⸮C  |  94.44⸮F
14:51:55.032 -> Temperature: 34.69⸮C  |  94.44⸮F
14:51:56.196 -> Temperature: 34.69⸮C  |  94.44⸮F
14:51:57.392 -> Temperature: 34.63⸮C  |  94.32⸮F
14:51:58.558 -> Temperature: 34.56⸮C  |  94.21⸮F
14:51:59.742 -> Temperature: 34.50⸮C  |  94.10⸮F
14:52:00.889 -> Temperature: 34.38⸮C  |  93.87⸮F
14:52:02.081 -> Temperature: 34.38⸮C  |  93.87⸮F
14:52:03.238 -> Temperature: 34.44⸮C  |  93.99⸮F
14:52:04.413 -> Temperature: 34.44⸮C  |  93.99⸮F
14:52:05.572 -> Temperature: 34.56⸮C  |  94.21⸮F
14:52:06.770 -> Temperature: 34.69⸮C  |  94.44⸮F
14:52:07.921 -> Temperature: 34.69⸮C  |  94.44⸮F
14:52:09.116 -> Temperature: 34.63⸮C  |  94.32⸮F
14:52:10.284 -> Temperature: 34.63⸮C  |  94.32⸮F
14:52:11.448 -> Temperature: 34.56⸮C  |  94.21⸮F
14:52:12.641 -> Temperature: 34.50⸮C  |  94.10⸮F
14:52:13.809 -> Temperature: 34.44⸮C  |  93.99⸮F
14:52:14.967 -> Temperature: 34.50⸮C  |  94.10⸮F
14:52:16.135 -> Temperature: 34.56⸮C  |  94.21⸮F
14:52:17.326 -> Temperature: 34.50⸮C  |  94.10⸮F
14:52:18.499 -> Temperature: 34.63⸮C  |  94.32⸮F
14:52:19.660 -> Temperature: 34.75⸮C  |  94.55⸮F
14:52:20.821 -> Temperature: 34.75⸮C  |  94.55⸮F
14:52:22.009 -> Temperature: 34.69⸮C  |  94.44⸮F
14:52:23.184 -> Temperature: 34.69⸮C  |  94.44⸮F
14:52:24.355 -> Temperature: 34.69⸮C  |  94.44⸮F
14:52:25.509 -> Temperature: 34.75⸮C  |  94.55⸮F
14:52:26.676 -> Temperature: 34.88⸮C  |  94.77⸮F
14:52:27.853 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:29.054 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:30.217 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:31.376 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:32.567 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:33.722 -> Temperature: 34.88⸮C  |  94.77⸮F
14:52:34.917 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:36.088 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:37.254 -> Temperature: 35.00⸮C  |  95.00⸮F
14:52:38.416 -> Temperature: 35.00⸮C  |  95.00⸮F
14:52:39.578 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:40.775 -> Temperature: 34.94⸮C  |  94.89⸮F
14:52:41.936 -> Temperature: 34.88⸮C  |  94.77⸮F
14:52:43.097 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:44.289 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:45.452 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:46.626 -> Temperature: 34.75⸮C  |  94.55⸮F
14:52:47.787 -> Temperature: 34.75⸮C  |  94.55⸮F
14:52:48.980 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:50.142 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:51.304 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:52.476 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:53.668 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:54.832 -> Temperature: 34.75⸮C  |  94.55⸮F
14:52:55.996 -> Temperature: 34.75⸮C  |  94.55⸮F
14:52:57.191 -> Temperature: 34.81⸮C  |  94.66⸮F
14:52:58.341 -> Temperature: 34.88⸮C  |  94.77⸮F
14:52:59.528 -> Temperature: 34.88⸮C  |  94.77⸮F
14:53:00.700 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:01.863 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:03.035 -> Temperature: 34.75⸮C  |  94.55⸮F
14:53:04.212 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:05.402 -> Temperature: 34.56⸮C  |  94.21⸮F
14:53:06.566 -> Temperature: 34.50⸮C  |  94.10⸮F
14:53:07.731 -> Temperature: 34.44⸮C  |  93.99⸮F
14:53:08.917 -> Temperature: 34.44⸮C  |  93.99⸮F
14:53:10.086 -> Temperature: 34.56⸮C  |  94.21⸮F
14:53:11.263 -> Temperature: 34.63⸮C  |  94.32⸮F
14:53:12.423 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:13.584 -> Temperature: 34.75⸮C  |  94.55⸮F
14:53:14.771 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:15.959 -> Temperature: 34.88⸮C  |  94.77⸮F
14:53:17.113 -> Temperature: 34.94⸮C  |  94.89⸮F
14:53:18.271 -> Temperature: 35.00⸮C  |  95.00⸮F
14:53:19.470 -> Temperature: 35.00⸮C  |  95.00⸮F
14:53:20.634 -> Temperature: 35.00⸮C  |  95.00⸮F
14:53:21.820 -> Temperature: 35.00⸮C  |  95.00⸮F
14:53:22.989 -> Temperature: 34.94⸮C  |  94.89⸮F
14:53:24.148 -> Temperature: 34.88⸮C  |  94.77⸮F
14:53:25.338 -> Temperature: 34.88⸮C  |  94.77⸮F
14:53:26.501 -> Temperature: 34.88⸮C  |  94.77⸮F
14:53:27.669 -> Temperature: 34.75⸮C  |  94.55⸮F
14:53:28.833 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:30.001 -> Temperature: 34.63⸮C  |  94.32⸮F
14:53:31.183 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:32.373 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:33.535 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:34.690 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:35.887 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:37.050 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:38.216 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:39.409 -> Temperature: 34.63⸮C  |  94.32⸮F
14:53:40.571 -> Temperature: 34.63⸮C  |  94.32⸮F
14:53:41.735 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:42.924 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:44.086 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:45.253 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:46.423 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:47.620 -> Temperature: 34.75⸮C  |  94.55⸮F
14:53:48.777 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:49.947 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:51.115 -> Temperature: 34.69⸮C  |  94.44⸮F
14:53:52.309 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:53.462 -> Temperature: 34.81⸮C  |  94.66⸮F
14:53:54.635 -> Temperature: 34.88⸮C  |  94.77⸮F
14:53:55.806 -> Temperature: 35.00⸮C  |  95.00⸮F
14:53:56.974 -> Temperature: 35.06⸮C  |  95.11⸮F
14:53:58.154 -> Temperature: 35.00⸮C  |  95.00⸮F
14:53:59.322 -> Temperature: 34.94⸮C  |  94.89⸮F
14:54:00.517 -> Temperature: 34.81⸮C  |  94.66⸮F
14:54:01.685 -> Temperature: 34.81⸮C  |  94.66⸮F
14:54:02.841 -> Temperature: 34.88⸮C  |  94.77⸮F
14:54:04.007 -> Temperature: 34.88⸮C  |  94.77⸮F
14:54:05.187 -> Temperature: 34.94⸮C  |  94.89⸮F
14:54:06.350 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:07.538 -> Temperature: 35.13⸮C  |  95.22⸮F
14:54:08.712 -> Temperature: 35.13⸮C  |  95.22⸮F
14:54:09.878 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:11.040 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:12.234 -> Temperature: 35.13⸮C  |  95.22⸮F
14:54:13.390 -> Temperature: 35.13⸮C  |  95.22⸮F
14:54:14.566 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:15.759 -> Temperature: 35.00⸮C  |  95.00⸮F
14:54:16.926 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:18.093 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:19.254 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:20.419 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:21.613 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:22.780 -> Temperature: 35.13⸮C  |  95.22⸮F
14:54:23.941 -> Temperature: 35.19⸮C  |  95.34⸮F
14:54:25.119 -> Temperature: 35.19⸮C  |  95.34⸮F
14:54:26.312 -> Temperature: 35.19⸮C  |  95.34⸮F
14:54:27.462 -> Temperature: 35.13⸮C  |  95.22⸮F
14:54:28.648 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:29.813 -> Temperature: 35.06⸮C  |  95.11⸮F
14:54:30.977 -> Temperature: 35.13⸮C  |  95.22⸮F
14:54:32.157 -> Temperature: 35.19⸮C  |  95.34⸮F
14:54:33.318 -> Temperature: 35.25⸮C  |  95.45⸮F
14:54:34.521 -> Temperature: 35.31⸮C  |  95.56⸮F
14:54:35.679 -> Temperature: 35.38⸮C  |  95.68⸮F
14:54:36.852 -> Temperature: 35.31⸮C  |  95.56⸮F
14:54:38.036 -> Temperature: 35.31⸮C  |  95.56⸮F
14:54:39.197 -> Temperature: 35.38⸮C  |  95.68⸮F
14:54:40.365 -> Temperature: 35.38⸮C  |  95.68⸮F
14:54:41.535 -> Temperature: 35.44⸮C  |  95.79⸮F
14:54:42.733 -> Temperature: 35.38⸮C  |  95.68⸮F
14:54:43.884 -> Temperature: 35.31⸮C  |  95.56⸮F
14:54:45.047 -> Temperature: 35.31⸮C  |  95.56⸮F
14:54:46.215 -> Temperature: 35.31⸮C  |  95.56⸮F
14:54:47.399 -> Temperature: 35.25⸮C  |  95.45⸮F
14:54:48.589 -> Temperature: 35.19⸮C  |  95.34⸮F
14:54:49.750 -> Temperature: 35.31⸮C  |  95.56⸮F
14:54:50.939 -> Temperature: 35.38⸮C  |  95.68⸮F
14:54:52.114 -> Temperature: 35.44⸮C  |  95.79⸮F
14:54:53.271 -> Temperature: 35.56⸮C  |  96.01⸮F
14:54:54.448 -> Temperature: 35.56⸮C  |  96.01⸮F
14:54:55.608 -> Temperature: 35.50⸮C  |  95.90⸮F
14:54:56.779 -> Temperature: 35.50⸮C  |  95.90⸮F
14:54:57.972 -> Temperature: 35.50⸮C  |  95.90⸮F
14:54:59.134 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:00.308 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:01.464 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:02.656 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:03.811 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:05.001 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:06.155 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:07.342 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:08.502 -> Temperature: 35.56⸮C  |  96.01⸮F
14:55:09.671 -> Temperature: 35.63⸮C  |  96.12⸮F
14:55:10.866 -> Temperature: 35.63⸮C  |  96.12⸮F
14:55:12.020 -> Temperature: 35.63⸮C  |  96.12⸮F
14:55:13.220 -> Temperature: 35.56⸮C  |  96.01⸮F
14:55:14.368 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:15.562 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:16.722 -> Temperature: 35.31⸮C  |  95.56⸮F
14:55:17.906 -> Temperature: 35.25⸮C  |  95.45⸮F
14:55:19.065 -> Temperature: 35.25⸮C  |  95.45⸮F
14:55:20.220 -> Temperature: 35.25⸮C  |  95.45⸮F
14:55:21.414 -> Temperature: 35.25⸮C  |  95.45⸮F
14:55:22.577 -> Temperature: 35.31⸮C  |  95.56⸮F
14:55:23.741 -> Temperature: 35.38⸮C  |  95.68⸮F
14:55:24.930 -> Temperature: 35.38⸮C  |  95.68⸮F
14:55:26.099 -> Temperature: 35.38⸮C  |  95.68⸮F
14:55:27.258 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:28.453 -> Temperature: 35.38⸮C  |  95.68⸮F
14:55:29.605 -> Temperature: 35.38⸮C  |  95.68⸮F
14:55:30.805 -> Temperature: 35.31⸮C  |  95.56⸮F
14:55:31.963 -> Temperature: 35.31⸮C  |  95.56⸮F
14:55:33.141 -> Temperature: 35.38⸮C  |  95.68⸮F
14:55:34.325 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:35.478 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:36.653 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:37.811 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:38.996 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:40.190 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:41.332 -> Temperature: 35.44⸮C  |  95.79⸮F
14:55:42.518 -> Temperature: 35.50⸮C  |  95.90⸮F
14:55:43.676 -> Temperature: 35.69⸮C  |  96.24⸮F
14:55:44.849 -> Temperature: 35.81⸮C  |  96.46⸮F
14:55:46.021 -> Temperature: 35.75⸮C  |  96.35⸮F
14:55:47.215 -> Temperature: 35.75⸮C  |  96.35⸮F
14:55:48.368 -> Temperature: 35.69⸮C  |  96.24⸮F
14:55:49.539 -> Temperature: 35.69⸮C  |  96.24⸮F
14:55:50.733 -> Temperature: 35.75⸮C  |  96.35⸮F
14:55:51.899 -> Temperature: 35.75⸮C  |  96.35⸮F
14:55:53.059 -> Temperature: 35.63⸮C  |  96.12⸮F
14:55:54.251 -> Temperature: 35.63⸮C  |  96.12⸮F
14:55:55.417 -> Temperature: 35.63⸮C  |  96.12⸮F
14:55:56.589 -> Temperature: 35.56⸮C  |  96.01⸮F
14:55:57.751 -> Temperature: 35.56⸮C  |  96.01⸮F
14:55:58.944 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:00.107 -> Temperature: 35.63⸮C  |  96.12⸮F
14:56:01.271 -> Temperature: 35.69⸮C  |  96.24⸮F
14:56:02.461 -> Temperature: 35.75⸮C  |  96.35⸮F
14:56:03.624 -> Temperature: 35.75⸮C  |  96.35⸮F
14:56:04.788 -> Temperature: 35.69⸮C  |  96.24⸮F
14:56:05.980 -> Temperature: 35.75⸮C  |  96.35⸮F
14:56:07.135 -> Temperature: 35.75⸮C  |  96.35⸮F
14:56:08.306 -> Temperature: 35.75⸮C  |  96.35⸮F
14:56:09.478 -> Temperature: 35.75⸮C  |  96.35⸮F
14:56:10.675 -> Temperature: 35.63⸮C  |  96.12⸮F
14:56:11.835 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:12.995 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:14.185 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:15.342 -> Temperature: 35.44⸮C  |  95.79⸮F
14:56:16.530 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:17.693 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:18.864 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:20.032 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:21.225 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:22.393 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:23.551 -> Temperature: 35.44⸮C  |  95.79⸮F
14:56:24.733 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:25.897 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:27.091 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:28.258 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:29.418 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:30.586 -> Temperature: 35.44⸮C  |  95.79⸮F
14:56:31.783 -> Temperature: 35.44⸮C  |  95.79⸮F
14:56:32.951 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:34.128 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:35.302 -> Temperature: 35.50⸮C  |  95.90⸮F
14:56:36.464 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:37.625 -> Temperature: 35.31⸮C  |  95.56⸮F
14:56:38.816 -> Temperature: 35.19⸮C  |  95.34⸮F
14:56:39.989 -> Temperature: 35.13⸮C  |  95.22⸮F
14:56:41.145 -> Temperature: 35.13⸮C  |  95.22⸮F
14:56:42.304 -> Temperature: 35.13⸮C  |  95.22⸮F
14:56:43.493 -> Temperature: 35.19⸮C  |  95.34⸮F
14:56:44.655 -> Temperature: 35.19⸮C  |  95.34⸮F
14:56:45.827 -> Temperature: 35.13⸮C  |  95.22⸮F
14:56:47.030 -> Temperature: 35.13⸮C  |  95.22⸮F
14:56:48.188 -> Temperature: 35.19⸮C  |  95.34⸮F
14:56:49.352 -> Temperature: 35.19⸮C  |  95.34⸮F
14:56:50.517 -> Temperature: 35.19⸮C  |  95.34⸮F
14:56:51.705 -> Temperature: 35.19⸮C  |  95.34⸮F
14:56:52.891 -> Temperature: 35.19⸮C  |  95.34⸮F
14:56:54.062 -> Temperature: 35.25⸮C  |  95.45⸮F
14:56:55.213 -> Temperature: 35.25⸮C  |  95.45⸮F
14:56:56.383 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:57.576 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:58.741 -> Temperature: 35.38⸮C  |  95.68⸮F
14:56:59.902 -> Temperature: 35.38⸮C  |  95.68⸮F
14:57:01.091 -> Temperature: 35.38⸮C  |  95.68⸮F
14:57:02.252 -> Temperature: 35.44⸮C  |  95.79⸮F
14:57:03.440 -> Temperature: 35.38⸮C  |  95.68⸮F
14:57:04.598 -> Temperature: 35.44⸮C  |  95.79⸮F
14:57:05.760 -> Temperature: 35.44⸮C  |  95.79⸮F
14:57:06.958 -> Temperature: 35.44⸮C  |  95.79⸮F
14:57:08.116 -> Temperature: 35.38⸮C  |  95.68⸮F
14:57:09.277 -> Temperature: 35.31⸮C  |  95.56⸮F
14:57:10.461 -> Temperature: 35.25⸮C  |  95.45⸮F
14:57:11.648 -> Temperature: 35.25⸮C  |  95.45⸮F
14:57:12.811 -> Temperature: 35.31⸮C  |  95.56⸮F
14:57:13.973 -> Temperature: 35.38⸮C  |  95.68⸮F
14:57:15.172 -> Temperature: 35.38⸮C  |  95.68⸮F
14:57:16.333 -> Temperature: 35.38⸮C  |  95.68⸮F
14:57:17.496 -> Temperature: 35.44⸮C  |  95.79⸮F
14:57:18.661 -> Temperature: 35.50⸮C  |  95.90⸮F
14:57:19.845 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:21.003 -> Temperature: 35.50⸮C  |  95.90⸮F
14:57:22.181 -> Temperature: 35.63⸮C  |  96.12⸮F
14:57:23.372 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:24.529 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:25.697 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:26.867 -> Temperature: 35.63⸮C  |  96.12⸮F
14:57:28.068 -> Temperature: 35.63⸮C  |  96.12⸮F
14:57:29.222 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:30.387 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:31.558 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:32.726 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:33.911 -> Temperature: 35.69⸮C  |  96.24⸮F
14:57:35.075 -> Temperature: 35.81⸮C  |  96.46⸮F
14:57:36.255 -> Temperature: 35.88⸮C  |  96.57⸮F
14:57:37.416 -> Temperature: 35.88⸮C  |  96.57⸮F
14:57:38.605 -> Temperature: 35.88⸮C  |  96.57⸮F
14:57:39.781 -> Temperature: 36.00⸮C  |  96.80⸮F
14:57:40.935 -> Temperature: 36.06⸮C  |  96.91⸮F
14:57:42.123 -> Temperature: 36.06⸮C  |  96.91⸮F
14:57:43.313 -> Temperature: 36.00⸮C  |  96.80⸮F
14:57:44.485 -> Temperature: 35.88⸮C  |  96.57⸮F
14:57:45.651 -> Temperature: 35.75⸮C  |  96.35⸮F
14:57:46.806 -> Temperature: 35.75⸮C  |  96.35⸮F
14:57:47.995 -> Temperature: 35.75⸮C  |  96.35⸮F
14:57:49.154 -> Temperature: 35.75⸮C  |  96.35⸮F
14:57:50.315 -> Temperature: 35.69⸮C  |  96.24⸮F
14:57:51.511 -> Temperature: 35.69⸮C  |  96.24⸮F
14:57:52.671 -> Temperature: 35.63⸮C  |  96.12⸮F
14:57:53.835 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:55.029 -> Temperature: 35.50⸮C  |  95.90⸮F
14:57:56.189 -> Temperature: 35.50⸮C  |  95.90⸮F
14:57:57.352 -> Temperature: 35.50⸮C  |  95.90⸮F
14:57:58.537 -> Temperature: 35.56⸮C  |  96.01⸮F
14:57:59.699 -> Temperature: 35.56⸮C  |  96.01⸮F
14:58:00.881 -> Temperature: 35.63⸮C  |  96.12⸮F
14:58:02.073 -> Temperature: 35.63⸮C  |  96.12⸮F
14:58:03.238 -> Temperature: 35.63⸮C  |  96.12⸮F
14:58:04.397 -> Temperature: 35.63⸮C  |  96.12⸮F
14:58:05.583 -> Temperature: 35.63⸮C  |  96.12⸮F
14:58:06.743 -> Temperature: 35.56⸮C  |  96.01⸮F
14:58:07.906 -> Temperature: 35.50⸮C  |  95.90⸮F
14:58:09.111 -> Temperature: 35.56⸮C  |  96.01⸮F
14:58:10.268 -> Temperature: 35.56⸮C  |  96.01⸮F
14:58:11.429 -> Temperature: 35.69⸮C  |  96.24⸮F
14:58:12.595 -> Temperature: 35.81⸮C  |  96.46⸮F
14:58:13.791 -> Temperature: 35.88⸮C  |  96.57⸮F
14:58:14.963 -> Temperature: 35.81⸮C  |  96.46⸮F
14:58:16.123 -> Temperature: 35.75⸮C  |  96.35⸮F
14:58:17.319 -> Temperature: 35.75⸮C  |  96.35⸮F
14:58:18.483 -> Temperature: 35.81⸮C  |  96.46⸮F
14:58:19.639 -> Temperature: 35.88⸮C  |  96.57⸮F
14:58:20.805 -> Temperature: 35.94⸮C  |  96.69⸮F
14:58:22.001 -> Temperature: 36.06⸮C  |  96.91⸮F
14:58:23.152 -> Temperature: 36.06⸮C  |  96.91⸮F
14:58:24.339 -> Temperature: 36.06⸮C  |  96.91⸮F
14:58:25.524 -> Temperature: 36.13⸮C  |  97.02⸮F
14:58:26.682 -> Temperature: 36.25⸮C  |  97.25⸮F
14:58:27.867 -> Temperature: 36.25⸮C  |  97.25⸮F
14:58:29.016 -> Temperature: 36.25⸮C  |  97.25⸮F
14:58:30.205 -> Temperature: 36.25⸮C  |  97.25⸮F
14:58:31.361 -> Temperature: 36.19⸮C  |  97.14⸮F
14:58:32.560 -> Temperature: 36.19⸮C  |  97.14⸮F
14:58:33.713 -> Temperature: 36.19⸮C  |  97.14⸮F
14:58:34.878 -> Temperature: 36.19⸮C  |  97.14⸮F
14:58:36.067 -> Temperature: 36.06⸮C  |  96.91⸮F
14:58:37.230 -> Temperature: 36.00⸮C  |  96.80⸮F
14:58:38.421 -> Temperature: 35.94⸮C  |  96.69⸮F
14:58:39.596 -> Temperature: 35.94⸮C  |  96.69⸮F
14:58:40.761 -> Temperature: 35.94⸮C  |  96.69⸮F
14:58:41.915 -> Temperature: 36.00⸮C  |  96.80⸮F
14:58:43.103 -> Temperature: 36.06⸮C  |  96.91⸮F
14:58:44.266 -> Temperature: 36.13⸮C  |  97.02⸮F
14:58:45.429 -> Temperature: 36.19⸮C  |  97.14⸮F
14:58:46.633 -> Temperature: 36.13⸮C  |  97.02⸮F
14:58:47.786 -> Temperature: 36.06⸮C  |  96.91⸮F
14:58:48.949 -> Temperature: 36.00⸮C  |  96.80⸮F
14:58:50.142 -> Temperature: 35.94⸮C  |  96.69⸮F
14:58:51.298 -> Temperature: 36.00⸮C  |  96.80⸮F
14:58:52.487 -> Temperature: 36.00⸮C  |  96.80⸮F
14:58:53.650 -> Temperature: 36.00⸮C  |  96.80⸮F
14:58:54.811 -> Temperature: 36.00⸮C  |  96.80⸮F
14:58:56.010 -> Temperature: 36.00⸮C  |  96.80⸮F
14:58:57.173 -> Temperature: 36.06⸮C  |  96.91⸮F
14:58:58.332 -> Temperature: 36.06⸮C  |  96.91⸮F
14:58:59.530 -> Temperature: 36.06⸮C  |  96.91⸮F
14:59:00.687 -> Temperature: 36.00⸮C  |  96.80⸮F
14:59:01.876 -> Temperature: 36.00⸮C  |  96.80⸮F
14:59:03.040 -> Temperature: 36.00⸮C  |  96.80⸮F
14:59:04.200 -> Temperature: 35.94⸮C  |  96.69⸮F
14:59:05.394 -> Temperature: 36.00⸮C  |  96.80⸮F
14:59:06.558 -> Temperature: 36.06⸮C  |  96.91⸮F
14:59:07.726 -> Temperature: 36.13⸮C  |  97.02⸮F
14:59:08.883 -> Temperature: 36.19⸮C  |  97.14⸮F
14:59:10.076 -> Temperature: 36.25⸮C  |  97.25⸮F
14:59:11.230 -> Temperature: 36.25⸮C  |  97.25⸮F
14:59:12.425 -> Temperature: 36.25⸮C  |  97.25⸮F
14:59:13.584 -> Temperature: 36.19⸮C  |  97.14⸮F
14:59:14.750 -> Temperature: 36.13⸮C  |  97.02⸮F
14:59:15.947 -> Temperature: 36.06⸮C  |  96.91⸮F
14:59:17.113 -> Temperature: 36.06⸮C  |  96.91⸮F
14:59:18.277 -> Temperature: 36.13⸮C  |  97.02⸮F
14:59:19.463 -> Temperature: 36.13⸮C  |  97.02⸮F
14:59:20.629 -> Temperature: 36.06⸮C  |  96.91⸮F
14:59:21.801 -> Temperature: 35.94⸮C  |  96.69⸮F
14:59:22.961 -> Temperature: 35.94⸮C  |  96.69⸮F
14:59:24.154 -> Temperature: 35.94⸮C  |  96.69⸮F
14:59:25.328 -> Temperature: 35.94⸮C  |  96.69⸮F
14:59:26.496 -> Temperature: 35.88⸮C  |  96.57⸮F
14:59:27.657 -> Temperature: 35.81⸮C  |  96.46⸮F
14:59:28.843 -> Temperature: 35.81⸮C  |  96.46⸮F
14:59:30.009 -> Temperature: 35.75⸮C  |  96.35⸮F
14:59:31.169 -> Temperature: 35.81⸮C  |  96.46⸮F
14:59:32.338 -> Temperature: 35.81⸮C  |  96.46⸮F
14:59:33.532 -> Temperature: 35.81⸮C  |  96.46⸮F
14:59:34.696 -> Temperature: 35.81⸮C  |  96.46⸮F
14:59:35.866 -> Temperature: 35.88⸮C  |  96.57⸮F
14:59:37.040 -> Temperature: 35.94⸮C  |  96.69⸮F
14:59:38.231 -> Temperature: 36.00⸮C  |  96.80⸮F
14:59:39.400 -> Temperature: 36.06⸮C  |  96.91⸮F
14:59:40.560 -> Temperature: 36.06⸮C  |  96.91⸮F
14:59:41.719 -> Temperature: 35.94⸮C  |  96.69⸮F
